id,object_name,address,chain,object_type,number
12108,TWO GUYS FRUM ITALY,6705 HOLLYWOOD BLVD,FALSE,Restaurant,47
12109,PIZZA HUT #25408,611 E IMPERIAL HWY STE 104,TRUE,Pizza,15
12110,BURGER KING # 1417,12736 S AVALON BLVD,TRUE,Fast Food,41
12111,HUGO'S TACOS,3300 GLENDALE BLVD,FALSE,Fast Food,12
12112,HOOTERS RESTAURANTS,6922 HOLLYWOOD BLVD,TRUE,Restaurant,167
12113,SAFFRON,505 S FLOWER ST STE B250,TRUE,Restaurant,31
12114,NENA RESTAURANT,1804 E VERNON AVE # D-51,TRUE,Restaurant,16
12115,VILLANUEVA RESTAURANT & BAR,5620 S MAIN ST,TRUE,Bar,44
12116,SUBWAY SANDWICHES,6151 W CENTURY BLVD STE D,TRUE,Fast Food,29
12117,LMU,1 LMU DR #MS 8420,FALSE,Restaurant,209
12118,JJ'S SANDWICH BAR,119 E 6TH ST,FALSE,Bar,26
12119,MINI MERCADITO IN E.L.A.,3425 E 1ST ST STE 132,FALSE,Restaurant,28
12120,MR BOBA,700 WESTERN AVE # 102,TRUE,Restaurant,5
12121,CHUTNEY'S,2406 S BARRINGTON AVE,FALSE,Restaurant,5
12122,RANCHO ZAPOTILLO ( MEAT MARK,3003 WABASH AVE,FALSE,Restaurant,11
12123,FRIENDS+FAMILY,5150 HOLLYWOOD BLVD,FALSE,Restaurant,3
12124,MEATLAND BAKERY,3801 E 1ST ST,TRUE,Bakery,27
12125,THE ORIGINAL RINALDI'S DELI AND CAFE,6171 W CENTURY BLVD # 1068,TRUE,Restaurant,35
12126,J AND P DELI,307 6TH ST,TRUE,Restaurant,19
12127,FOOD 4 LESS #399,11507 S WESTERN AVE,TRUE,Restaurant,9
12128,WAKE & LATE,107 E 6TH ST,FALSE,Restaurant,10
12129,LAS CHAMPAS RESTAURANT #12,4509 WHITTIER BLVD,TRUE,Restaurant,46
12130,HOLLYWOOD BANQUET HALL,5214 W SUNSET BLVD,FALSE,Restaurant,217
12131,THE CHEESE BOX AT WALLY'S,2107 WESTWOOD BLVD,FALSE,Restaurant,24
12132,BERRYLAND INTERNATIONAL INC,3500 W 6TH ST # F,FALSE,Restaurant,17
12133,ASTRO BURGERS,5601 MELROSE AVE,FALSE,Fast Food,33
12134,CATALINA'S BAR & GRILL,6725 W SUNSET BLVD,FALSE,Restaurant,185
12135,WABA GRILL,5527 HOLLYWOOD BLVD,TRUE,Restaurant,111
12136,WOOD HANDCRAFTED PIZZA,2861 W SUNSET BLVD,FALSE,Pizza,47
12137,SEEMA'S BURGERIM,3959 WILSHIRE BLVD STE B9,TRUE,Fast Food,28
12138,SAENG SAENG GIMBAP & SNACK,901 S WESTERN AVE # 101,FALSE,Restaurant,12
12139,U PICK CAFE,4682 YORK BLVD,FALSE,Restaurant,25
12140,CAFE BLEU,3470 W 6TH ST STE 8B,FALSE,Restaurant,124
12141,FARMER BOYS HOLLYWOOD,5519 HOLLYWOOD BLVD,FALSE,Restaurant,135
12142,BROOKLYN WATER BAGEL,8732 SEPULVEDA BLVD,FALSE,Restaurant,37
12143,BELWOOD BAKERY,8735 TAMPA AVE,TRUE,Bakery,11
12144,MYUNG DONG KYO JA,3630 WILSHIRE BLVD,FALSE,Restaurant,149
12145,LA CEVICHERIA,3809 W PICO BLVD,FALSE,Restaurant,27
12146,L&L HAWAIIAN BBQ,4430 YORK BLVD # B,FALSE,Restaurant,19
12147,BOMBAY GRILL INDIAN FOOD,6775 SANTA MONICA BLVD # 7,TRUE,Restaurant,43
12148,MANDRAKE,2692 S LA CIENEGA BLVD,FALSE,Restaurant,41
12149,EIGHT KOREAN BBQ,863 S WESTERN AVE,FALSE,Restaurant,143
12150,LANDMARK THEATRE,10850 W PICO BLVD # 520,FALSE,Restaurant,17
12151,HARD ROCK CAFE HOLLYWOOD,6801 HOLLYWOOD BLVD STE 105,TRUE,Restaurant,164
12152,MCDONALD'S # 18368,690 S ALAMEDA ST,TRUE,Restaurant,35
12153,MARCO'S PIZZA,2215 WESTWOOD BLVD # D,FALSE,Pizza,25
12154,WHICH WICH #403,5529 HOLLYWOOD BLVD,TRUE,Restaurant,11
12155,FIG & OLIVE MELROSE PL.,650 N LA CIENEGA BLVD,FALSE,Restaurant,162
12156,VIVOLI CAFE & TRATTORIA,7994 W SUNSET BLVD,FALSE,Restaurant,46
12157,KENTUCK FRIED CHICKEN #187,6421 YORK BLVD,FALSE,Restaurant,42
12158,LE MONACO,3660 WILSHIRE BLVD STE 120,FALSE,Restaurant,32
12159,FRANK N HANKS,518 S WESTERN AVE,FALSE,Restaurant,14
12160,GAAM,3465 W 6TH ST STE 300,FALSE,Restaurant,113
12161,TRIMANA,9841 AIRPORT BLVD,TRUE,Restaurant,19
12162,CROWN OF INDIA,6755 SANTA MONICA BLVD,FALSE,Restaurant,45
12163,BEARD PAPA'S,2130 SAWTELLE BLVD STE 110,FALSE,Restaurant,9
12164,BAJA FRESH,6922 HOLLYWOOD BLVD STE #106,TRUE,Restaurant,129
12165,JAMBA JUICE #1546,122 N LARCHMONT BLVD,TRUE,Restaurant,1
12166,DONUT STAR,11079 W PICO BLVD,TRUE,Fast Food,27
12167,ROCK N ROLL SUSHI,8000 W SUNSET BLVD # A 202,TRUE,Restaurant,85
12168,MR. HOLMES BAKEHOUSE,248 N LARCHMONT BLVD,TRUE,Restaurant,29
12169,THE POKE SHACK,7257 MELROSE AVE,FALSE,Restaurant,7
12170,VENICE JAPANESE COMMUNITY CT,12448 BRADDOCK DR,FALSE,Restaurant,21
12171,AY-DO-NO,5911 HOLLYWOOD BLVD,FALSE,Restaurant,89
12172,SUMMER BUFFALO,7275 MELROSE AVE # A,FALSE,Restaurant,44
12173,DONG IL JANG,3455 W 8TH ST,FALSE,Restaurant,151
12174,TRIMANA,3550 WILSHIRE BLVD STE #116,TRUE,Restaurant,33
12175,JENI'S SPLENDID ICE CREAM,123 N LARCHMONT BLVD,TRUE,Restaurant,5
12176,DENNY'S #6865,3750 WILSHIRE BLVD,FALSE,Restaurant,164
12177,MCDONALD'S #6688,201 W WASHINGTON BLVD,TRUE,Fast Food,196
12178,POKE BAR,1916 COLORADO BLVD STE B,TRUE,Bar,1
12179,SANSAI JAPANESE GRILL,8601 LINCOLN BLVD STE 120,TRUE,Restaurant,46
12180,LIVE BASIL PIZZA-SMASH BURGER-TOM'S URBAN,1011 S FIGUEROA ST B101 -B201,FALSE,Fast Food,127
12181,CLEO,8384 W 3RD ST,TRUE,Restaurant,84
12182,QWENCH,1501 SAN PABLO ST,FALSE,Restaurant,44
12183,LOS ANGELES TENNIS CLUB,5851 CLINTON ST,TRUE,Restaurant,91
12184,AMAPOLA DELI & MARKET,7223 S COMPTON AVE,TRUE,Restaurant,21
12185,PBJ.LA,317 S BROADWAY # C-11,FALSE,Restaurant,9
12186,BERLIN CURRYWURST,317 S BROADWAY ST #C1/2,TRUE,Restaurant,25
12187,SUBWAY #12481,7353 MELROSE AVE,TRUE,Fast Food,9
12188,KARL STRAUSS,600 WILSHIRE BLVD,FALSE,Restaurant,131
12189,THE CARVING BOARD,7300 W SUNSET BLVD # I,TRUE,Restaurant,47
12190,CRAZY CHICKEN,701 S VERMONT AVE,FALSE,Restaurant,18
12191,TLT FOOD,1116 WESTWOOD BLVD,TRUE,Restaurant,88
12192,SIAM CHAN RESTAURANT,1611 COLBY AVE,TRUE,Restaurant,12
12193,SMITTEN ICE CREAM,10250 SANTA MONICA BLVD # 9190,FALSE,Restaurant,8
12194,INTERCONTINENTAL LOS ANGELES DOWNTOWN,900 WILSHIRE BLVD,FALSE,Restaurant,20
12195,MC CONNELL'S ICE CREAM,317 S BROADWAY # D4,FALSE,Restaurant,22
12196,BODYFACTORY,6366 W SUNSET BLVD,TRUE,Restaurant,23
12197,TAKAMI SUSHI & ROBATA REST,811 WILSHIRE BLVD STE 2100,FALSE,Restaurant,115
12198,PROSPECT & GOURMANDE,272 S LA CIENGA BLVD,FALSE,Restaurant,42
12199,DOMINO'S PIZZA,2324 WHITTIER BLVD,TRUE,Pizza,3
12200,SUBWAY #6516,5300 W CENTURY BLVD,TRUE,Fast Food,5
12201,MOO BONG RI,1300 S SAN PEDRO ST STE 201,FALSE,Restaurant,47
12202,ROSCOE'S HSE CHICKEN & WAFFL,1514 N GOWER ST,FALSE,Restaurant,111
12203,MELODY LOUNGE,939 N HILL ST,FALSE,Restaurant,40
12204,EAST LOS ANGELES OCCUPATIONA,2100 MARENGO ST,FALSE,Restaurant,18
12205,KRUANG TEDD,5151 HOLLYWOOD BLVD,FALSE,Restaurant,34
12206,EL MIRADOR RESTAURANT,1250 S CATALINA ST,TRUE,Restaurant,11
12207,SUBWAY SANDWICHES,155 W WASHINGTON BLVD STE G2,TRUE,Fast Food,41
12208,SMITTEN ICE CREAM PREP KITCHEN,10250 SANTA MONICA BLVD # S1825,TRUE,Restaurant,20
12209,BROAD GREEN,6555 BARTON AVE FL 2ND,FALSE,Restaurant,32
12210,CAFE DAHAB,1638 SAWTELLE BLVD,FALSE,Restaurant,112
12211,KITCHEN FAIRE EXPRESS,707 WILSHIRE BLVD,FALSE,Fast Food,14
12212,SON OF A GUN,8370 W 3RD ST,FALSE,Restaurant,31
12213,OLIO PIZZERIA,317 S BROADWAY STE B6-B7,FALSE,Restaurant,1
12214,THE HART & THE HUNTER,7950 MELROSE AVE,FALSE,Restaurant,24
12215,CLARK STREET BREAD,317 S BROADWAY # F-3,FALSE,Restaurant,29
12216,CA SUSHI TERIYAKI,215 S MEDNIK AVE,FALSE,Restaurant,18
12217,HAKATA RAMEN SHIN-SEN-GUMI,1601 SAWTELLE BLVD #101,FALSE,Restaurant,43
12218,W HOTEL LOS ANGELES/WESTWOOD,930 HILGARD AVE,FALSE,Restaurant,49
12219,MEIZHOU DONGPO,10250 SANTA MONICA BLVD #200A,FALSE,Restaurant,86
12220,THE DONUT HOUSE,2294 FIRESTONE BLVD,FALSE,Fast Food,1
12221,PANINI KABOB GRILL,10250 SANTA MONICA BLVD # 1590,FALSE,Restaurant,69
12222,SUBWAY,2601 S LA BREA AVE,TRUE,Fast Food,20
12223,ARCLIGHT CINEMAS,6360 W SUNSET BLVD,FALSE,Restaurant,190
12224,BULGOGI HUT,3600 WILSHIRE BLVD # 100C,FALSE,Restaurant,92
12225,YUM YUM DONUT SHOP #54,1834 E MARENGO ST,FALSE,Fast Food,2
12226,MARIA'S BAKERY,1820 MARENGO ST,TRUE,Bakery,20
12227,PRESS BROTHERS JUICERY,317 S BROADWAY 3 F-2,FALSE,Restaurant,1
12228,THAI OCEAN RESTAURANT,747 S VERMONT AVE,TRUE,Restaurant,33
12229,"BURGER FACTORY, INC.",2066 W WASHINGTON BLVD,FALSE,Fast Food,5
12230,MCDONALD'S #1135,1800 S WESTERN AVE,TRUE,Restaurant,139
12231,LOVE BAKED WINGS,7350 MELROSE AVE,FALSE,Restaurant,14
12232,GRAND STAR,943 SUN MUN WAY,FALSE,Restaurant,148
12233,SHAMSHIRI GRILL,1710 WESTWOOD BLVD,FALSE,Restaurant,92
12234,EDIBLE ARRANGEMENTS,1055 WILSHIRE BLVD # GN5,TRUE,Restaurant,25
12235,FIESTA FAST FOOD,5532 YORK BLVD,TRUE,Restaurant,29
12236,MARIA'S CENTRAL MARKET CAFE,1232 PRODUCE ROW,FALSE,Restaurant,34
12237,TACOS GALAN,6707 S BROADWAY,FALSE,Fast Food,4
12238,EL NUEVO SONSONATECO RESTAUR,2171 W WASHINGTON BLVD,FALSE,Restaurant,3
12239,GRANDMA'S DELI,7300 W SUNSET BLVD STE #M,TRUE,Restaurant,28
12240,BLUE BOTTLE COFFEE,300 S BROADWAY,TRUE,Cafe,7
12241,BRYANS BBQ,6333 W 3RD ST STE #740,FALSE,Restaurant,19
12242,CHIPOTLE MEXICAN GRILL #758,110 S FAIRFAX AVE STE #12A,TRUE,Restaurant,98
12243,USC MAIN KITCHEN-BASEMENT,3607 TROUSDALE PKWY,TRUE,Restaurant,227
12244,GALLERIA MARKET,440 S VERMONT AVE,FALSE,Restaurant,40
12245,OLYMPIC DONUTS #4,3879 E WHITTIER BLVD,FALSE,Fast Food,11
12246,MOUNTAINGATE COUNTRY CLUM,12445 MOUNTAIN GATE,FALSE,Restaurant,9
12247,TROY'S BURGERS #10,4805 E VALLEY BLVD,FALSE,Fast Food,141
12248,TRADITIONS PUB,3607 TROUSDALE PKWY,FALSE,Restaurant,197
12249,MAMA SHELTER RESTAURANT/BAR,6500 SELMA AVE,TRUE,Bar,158
12250,THAI EAGLE ROX,4601 YORK BLVD,FALSE,Restaurant,112
12251,SHAGNHAI BAN JUM,440 S VERMONT AVE STE 102,FALSE,Restaurant,2
12252,LA GUERA COMIDA MEXICANA,144 VENICE BLVD,FALSE,Restaurant,10
12253,RALPHS MARKET #709,11361 NATIONAL BLVD,FALSE,Restaurant,15
12254,GALAE THAI,3353 BARHAM BLVD,FALSE,Restaurant,35
12255,ROOFTOP CABANA @ MAMA SHELTER,6500 SELMA AVE,FALSE,Restaurant,145
12256,TATSU RAMEN,7111 MELROSE AVE,TRUE,Restaurant,43
12257,LOUIGI'S,1644 SAWTELLE BLVD,FALSE,Restaurant,27
12258,BELLA PITA,960 GAYLEY AVE,FALSE,Restaurant,7
12259,ONE CAFE,3250 WILSHIRE BLVD STE #101A,TRUE,Restaurant,12
12260,WHOLE FOODS MARKET,11666 NATIONAL BLVD,TRUE,Restaurant,43
12261,MOUNTAINGATE COUNTRY CLUB,12445 MOUNTAIN GATE DR,TRUE,Restaurant,229
12262,LARIOS BAKERY,2206 CENTRAL ST,TRUE,Bakery,39
12263,CAFE FELIZ,799 TOWNE AVE,FALSE,Restaurant,29
12264,TUPANYOU PIZZA #1,3129 W 8TH ST,FALSE,Pizza,7
12265,SILVERLAKE WINE COMPANY,2395 N GLENDALE BLVD STE A,FALSE,Restaurant,26
12266,PANDA  EXPRESS,3607 TROUSDALE PKWY,FALSE,Fast Food,40
12267,EL PARAISO BAKERY,3857 E WHITTIER BLVD,TRUE,Bakery,8
12268,MCDONALD'S RESTAURANT,988 W SLAUSON AVE,TRUE,Fast Food,43
12269,LUKSHON,3239 HELMS AVE,FALSE,Restaurant,115
12270,VONS MARKET #2077,3118 S SEPULVEDA BLVD,FALSE,Restaurant,20
12271,JOANIE AND LEIGH'S CAKES,2323 ROSCOMARE RD # A,FALSE,Restaurant,4
12272,VEES CAFE,5418 W ADAMS BLVD,TRUE,Restaurant,28
12273,JOE'S FALAFEL,3535 CAHUENGA BLVD W STE 105,FALSE,Restaurant,38
12274,ENJOYER,6727 S SAN PEDRO ST,FALSE,Restaurant,28
12275,BLOSSOM,4019 W SUNSET BLVD,FALSE,Restaurant,129
12276,PACO'S CANTINA INC,6212 W MANCHESTER AVE,FALSE,Restaurant,213
12277,FIRST STREET CUISINE,2200 E 15TH ST,FALSE,Restaurant,44
12278,LA FUENTE #6,5550 N FIGUEROA ST,FALSE,Restaurant,45
12279,QQ CAFE INTERNATIONAL CUISINE,824 S SAN JULIAN ST,FALSE,Restaurant,23
12280,GOLDIES,8422 W 3RD ST,FALSE,Restaurant,37
12281,STARBUCKS COFFEE #6688,1601 WILSHIRE BLVD,TRUE,Cafe,37
12282,PALMS RAMEN YUMEYA,11127 PALMS BLVD,FALSE,Restaurant,14
12283,PETITE TAQUERIA,755 LA CIENEGA BLVD,FALSE,Restaurant,162
12284,SALADFARM,2210 S FIGUEROA ST,TRUE,Restaurant,34
12285,LODGE ROOM & CHECKER HALL,104 N AVENUE 56 2ND FL,FALSE,Restaurant,222
12286,RESTAURANT POLLO AL CARBON,326 E PICO BLVD,TRUE,Restaurant,24
12287,FARSI CAFE,1916 WESTWOOD BLVD,FALSE,Restaurant,64
12288,DENNY'S INC #1728,6100 SUNSET BLVD,FALSE,Restaurant,95
12289,BEVERLY ELITE CAFE,7115 BEVERLY BLVD,FALSE,Restaurant,26
12290,800 DEGREES DOWN TOWN LACA LLC,800 WILSHIRE BLVD,FALSE,Pizza,46
12291,TAQUERIA EL ATORON,4433 S ALAMEDA ST # B9,TRUE,Restaurant,16
12292,PAUL'S SANDWICHES,818 WILSHIRE BLVD STE #A,FALSE,Restaurant,8
12293,NICE COFFEE,525 S FLOWER ST,FALSE,Cafe,25
12294,HARVARD WESTLAKE SCHOOL,700 N FARING RD,FALSE,Restaurant,7
12295,PIMAI THAI CUISINE,5833 FRANKLIN AVE,FALSE,Restaurant,43
12296,SHRINE,2999 W 6TH ST BM,FALSE,Restaurant,133
12297,BONAVENTURE BAKE SHOP,404 S FIGUEROA ST,FALSE,Restaurant,26
12298,THE DARKROOM KITCHEN,7302 MELROSE AVE,FALSE,Restaurant,40
12299,TANG'S DONUTS,5831 FRANKLIN AVE,FALSE,Fast Food,3
12300,THE GREYHOUND,5570 N FIGUEROA ST,FALSE,Restaurant,75
12301,VEGGIE GRILL - WESTWOOD,10916 LINDBROOK DR,FALSE,Restaurant,111
12302,MINISTRY OF COFFEE,1010 GLENDON AVE,FALSE,Cafe,5
12303,ZANKOU-CHICKEN,1716 S SEPULVEDA BLVD,FALSE,Restaurant,37
12304,CREPES DE PARIS,123 S FIGUEROA ST,FALSE,Restaurant,28
12305,BIONICOS LA PALAPA #3,5560 N FIGUEROA ST,FALSE,Restaurant,7
12306,MIXABOWL,818 WILSHIRE BLVD # B,FALSE,Restaurant,18
12307,THE HEALTH WINNER,404 S FIGUEROA ST STE 401-A,TRUE,Restaurant,12
12308,"NOODLE WORLD, JR",6118 W SUNSET BLVD,FALSE,Restaurant,108
12309,FOLLIERO'S PIZZA AND DELI,5566 N FIGUEROA ST,TRUE,Pizza,49
12310,PHAROS,2999 W 6TH ST 105,FALSE,Restaurant,32
12311,D' AMORE FAMOUS PIZZA,8369 W 3RD ST,FALSE,Pizza,23
12312,HOTEL BEL AIR EMPLOYEE CAFE,701 STONE CANYON RD,FALSE,Restaurant,32
12313,EL TEXANITO #2,4501 S ALAMEDA ST # J7,FALSE,Restaurant,18
12314,THE HOLY GRILL,8975 W PICO BLVD,FALSE,Restaurant,25
12315,NODA SUSHI,818 WILSHIRE BLVD STE #C,FALSE,Restaurant,20
12316,CAT AND FIDDLE,742 N HIGHLAND AVE,FALSE,Restaurant,101
12317,LEMONADE,250 S GRAND AVE,TRUE,Restaurant,13
12318,MEXICAN GRILL,830 SAN JULIAN ST,FALSE,Restaurant,23
12319,FROMA ON MELROSE,7960 MELROSE AVE,FALSE,Restaurant,20
12320,BERRIS KITCHEN,11078 SANTA MONICA BLVD,FALSE,Restaurant,7
12321,CARLS JR #321,2912 S FIGUEROA ST,FALSE,Restaurant,108
12322,TACOS POR FAVOR,11901 W OLYMPIC BLVD,FALSE,Fast Food,3
12323,LA COLISEUM,3911 S FIGUEROA ST,FALSE,Restaurant,15
12324,GOLDEN BIRD,13501 S AVALON BLVD,TRUE,Restaurant,11
12325,POPEYES,1653 E 103RD ST,TRUE,Restaurant,38
12326,GREEN ORANGE ICE CREAM,12003 S AVALON BLVD STE #105,FALSE,Restaurant,1
12327,SOL FISH MARKET,12000 S CENTRAL AVE,FALSE,Restaurant,8
12328,MAGIC FINGERS EAT EM UP,1116 E EL SEGUNDO BLVD,FALSE,Restaurant,15
12329,OAXACA CAFE ANTOJITOS AND JUICE,1211 E CENTURY BLVD,FALSE,Restaurant,7
12330,SUBWAY SANDWICHES 13941,1657 E 103RD ST,TRUE,Fast Food,13
12331,BILTMORE HOTEL GRAND AVE BAR,506 S GRAND AVE,FALSE,Bar,208
12332,SPRING FOR COFFEE/ SESTAN JUICERY,530 S GRAND AVE,TRUE,Cafe,13
12333,BERNARDS AVALON GRILL,11913 S AVALON BLVD,FALSE,Restaurant,16
12334,MCDONALD'S #2368,5223 W CENTURY BLVD,TRUE,Fast Food,112
12335,SUBWAY #60767,1600 S HOOVER ST,TRUE,Fast Food,10
12336,SUBWAY #26578,1139 S HILL ST STE 110,TRUE,Fast Food,9
12337,MAYA RESTAURANT,200 S AVENUE 19 ST,TRUE,Restaurant,3
12338,THE RESTAURANT DESTINATION,5249 W CENTURY BLVD,TRUE,Restaurant,155
12339,LA RONDA,3531 E CESAR E CHAVEZ AVE,FALSE,Restaurant,15
12340,LA BLANQUITA MARKET,4136 E CESAR E CHAVEZ AVE,FALSE,Restaurant,25
12341,FOUR SEASONS SNACK BAR,2736 W PICO BLVD,FALSE,Bar,24
12342,SHABU SHABU HOUSE,2218 SAWTELLE BLVD,TRUE,Restaurant,25
12343,DEL TACO #862,1816 W IMPERIAL HWY,TRUE,Fast Food,49
12344,LA FLOR DE YUCATAN BAKERY DE,1800 S HOOVER ST,TRUE,Bakery,6
12345,UMAMI POKI / ASAKUMA SUSHI DELIVERY,11769 SANTA MONICA BLVD,TRUE,Restaurant,2
12346,TACO BELL #26841,5307 W CENTURY BLVD,TRUE,Fast Food,32
12347,SUPERIOR SUPER WAREHOUSE,5824 S VERMONT AVE,FALSE,Restaurant,1
12348,YUM YUM DONUTS #59-E,1608 S HOOVER ST,TRUE,Fast Food,11
12349,TAKE 5,404 S FIGUEROA ST LVL E,FALSE,Restaurant,34
12350,CHINA EXPRESS,2331 E 4TH ST,TRUE,Fast Food,13
12351,TAMALES LOS ANGELES,710 N EASTERN AVE,FALSE,Restaurant,11
12352,SUBWAY,3991 S WESTERN AVE STE #3,TRUE,Fast Food,40
12353,WESTCHESTER SENIOR CITIZEN C,8740 LINCOLN BLVD,FALSE,Restaurant,64
12354,SKY BAR,545 S FIGUEROA ST,FALSE,Bar,70
12355,"SAALABI,MAHMOOD",1740 S HOOVER ST,FALSE,Restaurant,14
12356,LAMILL COFFEE,380 WORLD WAY,FALSE,Cafe,9
12357,JUGOS AND LICUADOS EL CHAPUL,3078 W PICO BLVD,FALSE,Restaurant,26
12358,CBS TVC CAFE,7800 BEVERLY BLVD,FALSE,Restaurant,109
12359,TOM'S BURGERS,3566 E 1ST ST,FALSE,Fast Food,11
12360,D-TOWN BURGER BAR,216 W 6TH ST,FALSE,Fast Food,2
12361,TRIMANA EXPRESS,1139 S HILL ST #AU- 140,TRUE,Fast Food,7
12362,JONATHAN CLUB-BAKE SHOP,545 S FIGUEROA ST,FALSE,Restaurant,5
12363,KALDI COFFEE,3147 GLENDALE BLVD,FALSE,Cafe,8
12364,BOBA LOCA,3121 GLENDALE BLVD,TRUE,Restaurant,11
12365,JONATHAN CLUB CAPE CODE,545 S FIGUEROA ST,FALSE,Restaurant,64
12366,SALLY'S SNACK SHOP,228 W 6TH ST,FALSE,Restaurant,8
12367,EMPLOYEE CAFETERIA,545 S FIGUEROA ST,TRUE,Restaurant,33
12368,PIZZA KING,3993 S WESTERN AVE # #6,TRUE,Pizza,9
12369,QIN WEST CHINESE CUISINE,727 N BROADWAY STE 111,TRUE,Restaurant,5
12370,KIM CHUY RESTAURANT,727 N BROADWAY STE 103,TRUE,Restaurant,102
12371,MCDONALD'S #27507,505 W FLORENCE AVE,TRUE,Restaurant,44
12372,KANPAI JAPANESE SUSHI BAR & GRILL,8736 S SEPULVEDA BLVD UNIT C,FALSE,Restaurant,32
12373,JIN HEUNG CHINESE RESTAURANT,1930 W OLYMPIC BLVD,TRUE,Restaurant,10
12374,ESCALA,3451 W 6TH ST,FALSE,Restaurant,61
12375,HONG KONG BAN JUM 0410,2716 W OLYMPIC BLVD STE 107,FALSE,Restaurant,44
12376,MIKE'S DELI,4859 W SLAUSON AVE STE #B,TRUE,Restaurant,14
12377,GEORGE'S DRIVE-IN BOYLE HEIGHTS,2311 E CESAR E CHAVEZ AVE,FALSE,Restaurant,15
12378,WINCHELL'S DONUT HOUSE #9445,101 W FLORENCE AVE,TRUE,Fast Food,2
12379,AL AND BEAS RESTAURANT,2025 E 1ST ST,TRUE,Restaurant,15
12380,KABUKI JAPANESE RESTAURANT,1545 N VINE ST,TRUE,Restaurant,229
12381,LITTLE JEWEL OF NEW ORLEANS,207 ORD ST,FALSE,Restaurant,38
12382,DANAS CAFES & BOBA,4270 S VERMONT AVE,FALSE,Restaurant,1
12383,GOLTONG CHICKEN,3625 W 6TH ST STE 120A,FALSE,Restaurant,22
12384,CINCO,7241 W MANCHESTER AVE,FALSE,Restaurant,92
12385,MO MO KOREAN RESTAURANT,980 S SAN PEDRO ST,TRUE,Restaurant,47
12386,PEET'S COFFEE ANGEL CITY,300 WORLD WAY,TRUE,Cafe,33
12387,LAS FLAUTAS RESTAURANT,2713 E CESAR E CHAVEZ AVE,TRUE,Restaurant,65
12388,SAKE HOUSE,3465 W 6TH ST #150,FALSE,Restaurant,73
12389,BIZZY B'Z CAFE,5200 W CENTURY BLVD # 105,FALSE,Restaurant,17
12390,TAQUERIA EL SOL & BAKERY,1949 E 1ST ST,TRUE,Bakery,20
12391,JEON JU RESTAURANT &  FOOD WAREHOUSE,2716 W OLYMPIC BLVD STE 101,TRUE,Restaurant,41
12392,NORTHGATE MARKETS #38,944 E SLAUSON AVE,FALSE,Restaurant,7
12393,BLUE WINDOW,300 WORLD WAY,FALSE,Restaurant,41
12394,BAHIA ENSENADA RESTAURANT,2605 E CESAR E CHAVEZ AVE,TRUE,Restaurant,24
12395,MIJACALITO RESTAURANT,2319 E CESAR E. CHAVEZ AVE,TRUE,Restaurant,9
12396,LA PLACITA DEL D&F RESTAURAN,1859 E 1ST ST,FALSE,Restaurant,7
12397,TOE BANG CAFE,3465 W 6TH ST STE 110,FALSE,Restaurant,66
12398,LA FAMILIA RESTAURANT AND BAR,300 WORLD WAY # 333,TRUE,Bar,42
12399,RALPHS MARKET #210,11727 W OLYMPIC BLVD,FALSE,Restaurant,18
12400,BLISS,3465 W 6TH ST # 200,FALSE,Restaurant,111
12401,CASA INDIA,348 S BROADWAY,FALSE,Restaurant,131
12402,BURGERIM,2535 S BARRINGTON AVE,TRUE,Fast Food,6
12403,WINGSTOP,5857 S CENTRAL AVE STE 170,TRUE,Restaurant,34
12404,GAME SPORTS BAR AND GRILL,5630 W MANCHESTER AVE,FALSE,Restaurant,166
12405,JANGCHUNG PYUNGANDO JOKBAL,2716 W OLYMPIC BLVD # 104,FALSE,Restaurant,127
12406,LA DDONG GGO,528 S WESTERN AVE,FALSE,Restaurant,80
12407,TRUXTON AMERICAN BISTRO,8611 TRUXTON AVE,FALSE,Restaurant,170
12408,MARISCOS EL KORA LE NAYARIT,4863 HUNTINGTON DR N,FALSE,Restaurant,45
12409,URBAN RADISH MARKET,661 IMPERIAL ST,FALSE,Restaurant,17
12410,TRATTORIA  NATALIE,8681 W PICO BLVD,FALSE,Restaurant,49
12411,BLUE RIBBON SUSHI BAR & GRILL,189 THE GROVE DR # 0-10,FALSE,Restaurant,16
12412,SUBWAY #40374,539 E FLORENCE AVE # #B,TRUE,Fast Food,12
12413,THE HIGHLAND CAFE,5010 YORK BLVD,FALSE,Restaurant,49
12414,PIZZA BANDIT,6201 WHITTIER BLVD,FALSE,Pizza,21
12415,ROBEK'S JUICE,1528 N VERMONT AVE # #B,FALSE,Restaurant,5
12416,CHIPOTLE MEXICAN GRILL #1913,3183 WILSHIRE BLVD #195,TRUE,Restaurant,74
12417,ARMON'S RESTAURANT,5056 EAGLE ROCK BLVD,TRUE,Restaurant,32
12418,RENDEN HOLDINGS INC,3407 W 6TH ST STE 110,FALSE,Restaurant,10
12419,"WACKY WOK, INC.",8919 S SEPULVEDA BLVD,FALSE,Restaurant,16
12420,VISTA THEATRE,4473 W SUNSET BLVD,FALSE,Restaurant,29
12421,CHURCH'S FRIED CHICKEN #959,5325 S FIGUEROA ST,FALSE,Restaurant,24
12422,TRIMANA COMMONWEALTH,600 S COMMONWEALTH AVE STE 100,TRUE,Restaurant,49
12423,DENNY'S #1865,400 N VERMONT AVE,FALSE,Restaurant,227
